gamma,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,seed,bic,fit_time_seconds
0.01,2243,1,0.9367274238627817,0.0,0.0,3.5127459843137885,0.35373737618445855,0.04159540595430842,tied_shape,1009,31485.24027616892,0.17908037547022104
0.01,2243,2,0.06327257613721658,0.0,0.0,1786374.282096115,179889.85091830316,21152.95662764513,tied_shape,1009,31485.24027616892,0.17908037547022104
0.01,1881,1,0.9398041808615765,0.0,0.0,1.8288415132988705,0.24904574361945261,0.03694780045763052,tied_shape,1001,20772.238303607064,0.17317416612058878
0.01,1881,2,0.06019581913842266,0.0,0.0,1877694.4631355163,255698.38089370448,37934.76899984998,tied_shape,1001,20772.238303607064,0.17317416612058878
0.01,1907,1,0.939688686780159,0.0,0.0,1.7984363946952002,0.22611690580120172,0.03088920087900314,tied_shape,1001,19005.610884870915,0.20002641715109348
0.01,1907,2,0.06031131321984168,0.0,0.0,1874038.7433122867,235622.36798547689,32187.715600038577,tied_shape,1001,19005.610884870915,0.20002641715109348
0.01,2923,1,0.9227038445155621,0.0,0.0,7.60568559579342,-0.03547452398031414,0.0002902852992635506,tied_shape,1001,9023.893997506257,0.21419437509030104
0.01,2923,2,0.07729615548443748,0.0,0.0,1440170.1632159962,-6717.257812891382,54.9668036568346,tied_shape,1001,9023.893997506257,0.21419437509030104
0.01,599,1,0.9338958449122546,0.0,0.0,3.121864191044912,0.1806379176313661,0.012493228058974121,tied_shape,1001,22761.04921483756,0.1857664594426751
0.01,599,2,0.06610415508774775,0.0,0.0,1709458.6431336668,98913.03102113829,6840.9947964152525,tied_shape,1001,22761.04921483756,0.1857664594426751
0.01,2491,1,0.0844678003178914,0.0,0.0,1296525.4983016788,-1836.1240614634253,13.014575393554091,tied_shape,1000,16617.844796441837,0.17625179141759872
0.01,2491,2,0.9155321996821093,0.0,0.0,17.01863112928359,-0.02410158392610118,0.00017083370764190786,tied_shape,1000,16617.844796441837,0.17625179141759872
0.01,228,1,0.9093837202049028,0.0,0.0,41.33613736624632,2.02327867667491,0.09922090428730448,tied_shape,1008,26100.816591820243,0.17704295832663774
0.01,228,2,0.09061627979509672,0.0,0.0,1178067.143823564,57662.81717787845,2827.7651171341304,tied_shape,1008,26100.816591820243,0.17704295832663774
0.01,2590,1,0.0903671554407216,0.0,0.0,1180624.789566041,57246.97453239659,2781.135029912249,tied_shape,1000,25871.83118485202,0.18113695830106735
0.01,2590,2,0.9096328445592816,0.0,0.0,41.04428365024988,1.990184418954963,0.09668583621670541,tied_shape,1000,25871.83118485202,0.18113695830106735
0.01,2579,1,0.9051080475257887,0.0,0.0,51.61340027470601,0.8621479634960237,0.015257247203378456,tied_shape,1004,40548.97149506788,0.17186474986374378
0.01,2579,2,0.09489195247421464,0.0,0.0,1172880.4837725144,19591.74391004535,346.710881005549,tied_shape,1004,40548.97149506788,0.17186474986374378
0.01,1880,1,0.9211173686255595,0.0,0.0,13.731179789431566,-0.09871333592495155,0.00632012160860406,tied_shape,1004,43791.43050275639,0.17123099975287914
0.01,1880,2,0.07888263137443764,0.0,0.0,1432088.7209707166,-10295.273760549073,659.1549313054229,tied_shape,1004,43791.43050275639,0.17123099975287914
0.01,2562,1,0.9312261024442567,0.0,0.0,4.148927569656328,0.031110594047593084,0.00034536304048989606,tied_shape,1004,2130.1397012528428,0.19090233277529478
0.01,2562,2,0.06877389755574037,0.0,0.0,1628504.265458641,12211.284544467047,135.55917164785524,tied_shape,1004,2130.1397012528428,0.19090233277529478
0.01,3215,1,0.9249091619417908,0.0,0.0,4.778599750657794,0.09537601036302853,0.0032636551313584713,tied_shape,1001,24506.420480152523,0.1783409994095564
0.01,3215,2,0.07509083805820631,0.0,0.0,1504110.947948666,30020.530876005952,1027.2673313410246,tied_shape,1001,24506.420480152523,0.1783409994095564
0.01,1106,1,0.07431680287387406,0.0,0.0,1519267.678174897,5047.372680327576,331.2803413172312,tied_shape,1003,23927.665470957425,0.17146312445402145
0.01,1106,2,0.9256831971261246,0.0,0.0,5.519783902650765,0.018338049885337014,0.0012036035002496758,tied_shape,1003,23927.665470957425,0.17146312445402145
0.01,2366,1,0.9181701913479636,0.0,0.0,6.752508171949687,0.013779943111487449,8.666144871674062e-05,tied_shape,1001,3124.49764228015,0.19970283471047878
0.01,2366,2,0.08182980865203808,0.0,0.0,1341596.0751918226,2737.8149161721444,17.217996114656593,tied_shape,1001,3124.49764228015,0.19970283471047878
0.01,3196,1,0.935561421593535,0.0,0.0,1.5373380757428763,0.0438275457143021,0.002457880856279836,tied_shape,1001,13249.361141189385,0.2563100829720497
0.01,3196,2,0.06443857840646772,0.0,0.0,1753783.2507016945,49998.121301954634,2803.931253625486,tied_shape,1001,13249.361141189385,0.2563100829720497
0.01,1783,1,0.06382577357708955,0.0,0.0,926559.6683795428,170.8669004635761,0.517261860201463,tied_shape,1009,-51374.92246990266,0.23273895867168903
0.01,1783,2,0.9361742264229105,0.0,0.0,1.0786071426871904,0.0001989059804547213,6.021439914697665e-07,tied_shape,1009,-51374.92246990266,0.23273895867168903
0.01,928,1,0.06382577357708755,0.0,0.0,926559.6683796027,-170.86690046333547,0.5172618602014214,tied_shape,1009,-51374.92246990002,0.1661918330937624
0.01,928,2,0.9361742264229125,0.0,0.0,1.078607142687393,-0.00019890598045446572,6.021439914697921e-07,tied_shape,1009,-51374.92246990002,0.1661918330937624
0.01,859,1,0.9371922080959281,0.0,0.0,0.7517716906199585,0.0,3.7588565736715054e-07,tied_shape,1001,-57463.44614716013,0.17138770781457424
0.01,859,2,0.06280779190407287,0.0,0.0,899946.7956104846,0.0,0.44997317281865584,tied_shape,1001,-57463.44614716013,0.17138770781457424
0.01,1863,1,0.08129339604204418,0.0,0.0,1134291.1202554621,-1472.4725728098476,3.4508106816501276,tied_shape,1008,-1565.9780911893563,0.19708995800465345
0.01,1863,2,0.9187066039579599,0.0,0.0,13.785318709376273,-0.017895321002272712,4.1938550168278926e-05,tied_shape,1008,-1565.9780911893563,0.19708995800465345
0.01,561,1,0.08129339604204407,0.0,0.0,1134291.1202554642,1472.47257280985,3.4508106816501356,tied_shape,1008,-1565.978091189364,0.19069183338433504
0.01,561,2,0.9187066039579602,0.0,0.0,13.785318709376263,0.01789532100227269,4.193855016827891e-05,tied_shape,1008,-1565.978091189364,0.19069183338433504
0.01,1825,1,0.9371922080959281,0.0,0.0,0.7517716906199585,0.0,3.7588565736715054e-07,tied_shape,1001,-57463.44614716013,0.18081612512469292
0.01,1825,2,0.06280779190407287,0.0,0.0,899946.7956104846,0.0,0.44997317281865584,tied_shape,1001,-57463.44614716013,0.18081612512469292
0.01,2631,1,0.9371922080959281,0.0,0.0,0.7517716906199585,0.0,3.7588565736715054e-07,tied_shape,1001,-57463.44614716013,0.17673529125750065
0.01,2631,2,0.06280779190407287,0.0,0.0,899946.7956104846,0.0,0.44997317281865584,tied_shape,1001,-57463.44614716013,0.17673529125750065
0.01,2714,1,0.9292664451641525,0.0,0.0,1.2123011525268577,5.556901164899344e-05,6.260210566656325e-07,tied_shape,1001,-48137.27014043322,0.182993333786726
0.01,2714,2,0.07073355483584501,0.0,0.0,821304.9075392002,37.646670449247296,0.4241142268904747,tied_shape,1001,-48137.27014043322,0.182993333786726
0.01,3157,1,0.9292664451641506,0.0,0.0,1.212301152526966,-5.556901164904416e-05,6.260210566656974e-07,tied_shape,1001,-48137.270140431276,0.19677083287388086
0.01,3157,2,0.0707335548358472,0.0,0.0,821304.9075391807,-37.6466704492774,0.42411422689047074,tied_shape,1001,-48137.270140431276,0.19677083287388086
0.01,815,1,0.93718606688801,0.0,0.0,0.7518401961670492,2.163120138826809e-06,3.7592735518212224e-07,tied_shape,1001,-57460.62290623301,0.1765096252784133
0.01,815,2,0.06281393311199222,0.0,0.0,899861.7325279043,2.588993040960268,0.44993955213277176,tied_shape,1001,-57460.62290623301,0.1765096252784133
0.01,981,1,0.93718606688801,0.0,0.0,0.7518401961670491,-2.1631201388337863e-06,3.759273551821222e-07,tied_shape,1001,-57460.62290623302,0.18286412488669157
0.01,981,2,0.06281393311199221,0.0,0.0,899861.7325279044,-2.5889930409686195,0.4499395521327718,tied_shape,1001,-57460.62290623302,0.18286412488669157
0.01,1429,1,0.9371922080959281,0.0,0.0,0.7517716906199585,0.0,3.7588565736715054e-07,tied_shape,1001,-57463.44614716013,0.1756689166650176
0.01,1429,2,0.06280779190407287,0.0,0.0,899946.7956104846,0.0,0.44997317281865584,tied_shape,1001,-57463.44614716013,0.1756689166650176
0.01,39,1,0.9351659165388448,0.0,0.0,3.5667677881930486,-0.23784965662936083,0.01965862710038684,tied_shape,1001,28336.874923665182,0.28655012510716915
0.01,39,2,0.06483408346115534,0.0,0.0,1743197.8535828767,-116245.02505720317,9607.823834010058,tied_shape,1001,28336.874923665182,0.28655012510716915
0.01,2713,1,0.07362199534094413,0.0,0.0,1534052.8254029166,20470.437008138855,683.4320232997416,tied_shape,1000,17968.632729485398,0.25059612561017275
0.01,2713,2,0.9263780046590581,0.0,0.0,3.247854929891659,0.043339452627036,0.0014469436966989054,tied_shape,1000,17968.632729485398,0.25059612561017275
0.01,112,1,0.07418640676976136,0.0,0.0,1522001.7800249334,14468.745745325816,459.1754707990108,tied_shape,1007,16872.38669005733,0.1817793333902955
