gamma,generation_seed,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,init_seed,bic,fit_time_seconds
0.01,44,1,1,0.9053470865621202,0.0,0.0,0.04415012014745554,0.0010169005017451735,0.0002655642565811139,tied_shape,1005,-27358.117003310745,0.18943470902740955
0.01,44,1,2,0.09465291343788106,0.0,0.0,457.8374260802485,10.54527386887656,2.7539054318750047,tied_shape,1005,-27358.117003310745,0.18943470902740955
0.01,44,2,1,0.9053470865621202,0.0,0.0,0.044150120147455535,-0.0010169005017451752,0.00026556425658111484,tied_shape,1005,-27358.117003310723,0.18851974979043007
0.01,44,2,2,0.094652913437881,0.0,0.0,457.83742608024875,-10.545273868876587,2.7539054318750162,tied_shape,1005,-27358.117003310723,0.18851974979043007
0.01,44,3,1,0.09932099986603216,0.0,0.0,434.96320677060436,0.7855276243259728,0.04644262347034517,tied_shape,1009,-49800.20908633281,0.1758773336187005
0.01,44,3,2,0.9006790001339648,0.0,0.0,0.07977431148603734,0.00014406948543791657,8.517797030372753e-06,tied_shape,1009,-49800.20908633281,0.1758773336187005
0.01,44,4,1,0.9022334531468629,0.0,0.0,0.030902352341789188,0.00166714145825463,0.0008052020374088442,tied_shape,1005,-20454.289060135343,0.20026845764368773
0.01,44,4,2,0.09776654685313971,0.0,0.0,443.3954763613367,23.92060555354301,11.553260961988707,tied_shape,1005,-20454.289060135343,0.20026845764368773
0.01,44,5,1,0.9050233451157526,0.0,0.0,0.06454386537235449,-0.0003042333158100874,1.991039222380208e-05,tied_shape,1007,-45401.88379535245,0.1776261255145073
0.01,44,5,2,0.09497665488424706,0.0,0.0,455.7045988864287,-2.148004622117143,0.14057505310032864,tied_shape,1007,-45401.88379535245,0.1776261255145073
0.01,44,6,1,0.9050233451157524,0.0,0.0,0.06454386537235521,-0.000304233315810108,1.9910392223802083e-05,tied_shape,1007,-45401.88379535241,0.18024862557649612
0.01,44,6,2,0.0949766548842472,0.0,0.0,455.7045988864281,-2.1480046221172615,0.1405750531003269,tied_shape,1007,-45401.88379535241,0.18024862557649612
0.01,44,7,1,0.09725546622477349,0.0,0.0,222.84763807858567,0.0,0.00011142376332741119,tied_shape,1003,-115880.10713426601,0.18150974996387959
0.01,44,7,2,0.9027445337752288,0.0,0.0,0.017333185780675723,0.0,8.666588557043585e-09,tied_shape,1003,-115880.10713426601,0.18150974996387959
0.01,44,8,1,0.9032262253245351,0.0,0.0,0.03751446627810804,-0.002344647331993388,0.0013850595040596505,tied_shape,1005,-14999.980229735742,0.19362041726708412
0.01,44,8,2,0.0967737746754667,0.0,0.0,447.88355277566086,-27.9926407395535,16.53616412626241,tied_shape,1005,-14999.980229735742,0.19362041726708412
0.01,44,9,1,0.09725546622477349,0.0,0.0,222.84763807858567,0.0,0.00011142376332741119,tied_shape,1003,-115880.10713426601,0.17884170822799206
0.01,44,9,2,0.9027445337752288,0.0,0.0,0.017333185780675723,0.0,8.666588557043585e-09,tied_shape,1003,-115880.10713426601,0.17884170822799206
0.01,44,10,1,0.09725546622477349,0.0,0.0,222.84763807858567,0.0,0.00011142376332741119,tied_shape,1003,-115880.10713426601,0.17815941665321589
0.01,44,10,2,0.9027445337752288,0.0,0.0,0.017333185780675723,0.0,8.666588557043585e-09,tied_shape,1003,-115880.10713426601,0.17815941665321589
0.01,44,11,1,0.09932099986603284,0.0,0.0,434.9632067706013,-0.7855276243261464,0.046442623470344474,tied_shape,1009,-49800.20908633246,0.18064166605472565
0.01,44,11,2,0.900679000133965,0.0,0.0,0.07977431148603961,-0.00014406948543795354,8.51779703037293e-06,tied_shape,1009,-49800.20908633246,0.18064166605472565
0.01,44,12,1,0.09932390342940392,0.0,0.0,435.1704629892692,-0.884081236366869,0.05874142148925571,tied_shape,1009,-47914.72891320647,0.17710200045257807
0.01,44,12,2,0.9006760965705944,0.0,0.0,0.07982368957881794,-0.00016216777602377557,1.0774989097760703e-05,tied_shape,1009,-47914.72891320647,0.17710200045257807
0.01,44,13,1,0.9084665021584696,0.0,0.0,0.05397641557225725,-0.0009819986013526205,0.00017825803059891542,tied_shape,1005,-29859.81408338493,0.18201045878231525
0.01,44,13,2,0.09153349784152952,0.0,0.0,473.3229931434409,-8.611214959849866,1.5631572363671367,tied_shape,1005,-29859.81408338493,0.18201045878231525
0.01,44,14,1,0.9062141214462069,0.0,0.0,0.06492309439481156,0.0019268207303054213,0.0005964408772784922,tied_shape,1009,-18567.43527761378,0.1761575834825635
0.01,44,14,2,0.09378587855379306,0.0,0.0,461.87608825106344,13.7077942752163,4.243201619367641,tied_shape,1009,-18567.43527761378,0.1761575834825635
0.01,44,15,1,0.9001267477965442,0.0,0.0,0.028654646423265352,0.000914947051592463,0.00025986539374653616,tied_shape,1006,-29616.103524265523,0.20047575049102306
0.01,44,15,2,0.09987325220345725,0.0,0.0,434.0546951547701,13.859429905206497,3.93638757909592,tied_shape,1006,-29616.103524265523,0.20047575049102306
0.01,44,16,1,0.9050233451157522,0.0,0.0,0.06454386537235443,-0.00030423331581010956,1.991039222380318e-05,tied_shape,1007,-45401.88379535209,0.17769133299589157
0.01,44,16,2,0.094976654884247,0.0,0.0,455.7045988864291,-2.1480046221173033,0.14057505310033666,tied_shape,1007,-45401.88379535209,0.17769133299589157
0.01,44,17,1,0.9034130580984036,0.0,0.0,0.0452028399378887,0.0006489124057415663,7.470342653611031e-05,tied_shape,1005,-37351.684066217924,0.18675858434289694
0.01,44,17,2,0.0965869419015968,0.0,0.0,448.60370597902715,6.439960641221372,0.741374525128926,tied_shape,1005,-37351.684066217924,0.18675858434289694
0.01,44,18,1,0.9038538282016366,0.0,0.0,0.0457103328776208,0.0008452350426800956,0.00012663593169203493,tied_shape,1005,-33119.54455969373,0.18684462551027536
0.01,44,18,2,0.09614617179836568,0.0,0.0,450.6868234932166,8.333702086802068,1.2485830271065357,tied_shape,1005,-33119.54455969373,0.18684462551027536
0.01,44,19,1,0.9034130580984036,0.0,0.0,0.04520283993788874,0.0006489124057415608,7.470342653611011e-05,tied_shape,1005,-37351.684066217924,0.18699708208441734
0.01,44,19,2,0.09658694190159678,0.0,0.0,448.6037059790274,6.439960641221314,0.7413745251289237,tied_shape,1005,-37351.684066217924,0.18699708208441734
0.01,44,20,1,0.9038538282016366,0.0,0.0,0.04571033287762086,0.0008452350426800981,0.00012663593169203493,tied_shape,1005,-33119.54455969371,0.1905722077935934
0.01,44,20,2,0.09614617179836563,0.0,0.0,450.6868234932168,8.333702086802088,1.2485830271065348,tied_shape,1005,-33119.54455969371,0.1905722077935934
0.01,44,21,1,0.9043154441023169,0.0,0.0,0.04088584402939338,0.0008263375103473568,0.00012975258469788604,tied_shape,1002,-33779.88692455474,0.18756308313459158
0.01,44,21,2,0.09568455589768167,0.0,0.0,452.9121500080344,9.153737860337394,1.4373317586979766,tied_shape,1002,-33779.88692455474,0.18756308313459158
