gamma,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,seed,bic,fit_time_seconds
0.01,2243,1,0.09147770803181597,0.0,0.0,27184.727778001492,976.9344098481724,41.65565203237913,tied_shape,1003,8388.733843694716,0.18867366760969162
0.01,2243,2,0.9085222919681829,0.0,0.0,1.986548678067307,0.07139036948579758,0.003044024613920117,tied_shape,1003,8388.733843694716,0.18867366760969162
0.01,1881,1,0.8995409653050872,0.0,0.0,3.193016890355403,0.3457896484189483,0.03786246673364137,tied_shape,1008,11787.708282639118,0.18457629159092903
0.01,1881,2,0.100459034694914,0.0,0.0,24720.68739884675,2677.1414301446057,293.13537523047717,tied_shape,1008,11787.708282639118,0.18457629159092903
0.01,1907,1,0.10099008543324142,0.0,0.0,24580.528618860186,2461.5892091783353,249.10492994056827,tied_shape,1007,9731.092616756587,0.18491583317518234
0.01,1907,2,0.8990099145667552,0.0,0.0,3.0907868055035483,0.30952334533849873,0.03132276944017554,tied_shape,1007,9731.092616756587,0.18491583317518234
0.01,2923,1,0.9057402131883219,0.0,0.0,3.2042835420900433,-0.013359388127031245,0.00018078729971217504,tied_shape,1009,1207.7739061284876,0.19173987489193678
0.01,2923,2,0.094259786811681,0.0,0.0,26228.97314266828,-109.35456484535331,1.4798519439366484,tied_shape,1009,1207.7739061284876,0.19173987489193678
0.01,599,1,0.8990061755357147,0.0,0.0,3.0814012405114357,0.022473353856656768,0.0002677851783739994,tied_shape,1004,571.8664544271041,0.1983409160748124
0.01,599,2,0.1009938244642867,0.0,0.0,24456.42513474369,178.36622147614466,2.1253539075004464,tied_shape,1004,571.8664544271041,0.1983409160748124
0.01,2491,1,0.9063255986149122,0.0,0.0,3.807831327667788,0.0009050610550346564,0.00014774546904187434,tied_shape,1009,3553.9422736581278,0.19260133430361748
0.01,2491,2,0.09367440138508994,0.0,0.0,26385.735464834732,6.271470430990721,1.0237777167127022,tied_shape,1009,3553.9422736581278,0.19260133430361748
0.01,228,1,0.10156462919571382,0.0,0.0,24302.856266390758,975.4298407440441,40.01341604337375,tied_shape,1003,10367.728293560142,0.1822775835171342
0.01,228,2,0.8984353708042842,0.0,0.0,5.889274069148124,0.23637442465195121,0.009696390043180434,tied_shape,1003,10367.728293560142,0.1822775835171342
0.01,2590,1,0.10156564209155318,0.0,0.0,24298.717409962905,964.7545301864163,39.14866888820187,tied_shape,1003,10201.424730062043,0.17745795845985413
0.01,2590,2,0.8984343579084455,0.0,0.0,5.893308661500537,0.23398750366298318,0.009494953398258765,tied_shape,1003,10201.424730062043,0.17745795845985413
0.01,2579,1,0.9020618353219714,0.0,0.0,4.829791231250921,0.0718648771771963,0.0022885940241039555,tied_shape,1000,22647.05407822047,0.1865016669034958
0.01,2579,2,0.09793816467803086,0.0,0.0,25366.70938375082,377.4439446693709,12.02000184422004,tied_shape,1000,22647.05407822047,0.1865016669034958
0.01,1880,1,0.9073270288484313,0.0,0.0,0.5088713182613442,0.0,0.5088713182613442,spherical,1004,54877.254388468995,0.17500120773911476
0.01,1880,2,0.09267297115156953,0.0,0.0,17642.706954723613,0.0,17642.706954723613,spherical,1004,54877.254388468995,0.17500120773911476
0.01,2562,1,0.8845277162212063,0.0,0.0,5.840468473658981,0.1060086435720616,0.001995061586268414,tied_shape,1002,3692.921378539239,0.18546283338218927
0.01,2562,2,0.11547228377879229,0.0,0.0,21084.81422285251,382.7043268556844,7.20241930922802,tied_shape,1002,3692.921378539239,0.18546283338218927
0.01,3215,1,0.896081920320826,0.0,0.0,4.474737525329271,0.4280642421298421,0.043164370904816625,tied_shape,1008,27883.77987700942,0.1826790403574705
