gamma,generation_seed,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,init_seed,bic,fit_time_seconds
0.01,42,1,1,0.10094415843799281,0.0,0.0,437.839519533039,1.663848700051403,1.0642100552403848,tied_shape,1009,-27748.67017695261,0.1985040418803692
0.01,42,1,2,0.8990558415620095,0.0,0.0,0.06284806566976639,0.00023883105041982235,0.00015275812359173406,tied_shape,1009,-27748.67017695261,0.1985040418803692
0.01,42,2,1,0.10094415843799283,0.0,0.0,437.83951953303887,-1.663848700051403,1.0642100552403884,tied_shape,1009,-27748.67017695258,0.19766241777688265
0.01,42,2,2,0.8990558415620095,0.0,0.0,0.06284806566976633,-0.0002388310504198222,0.00015275812359173447,tied_shape,1009,-27748.67017695258,0.19766241777688265
0.01,42,3,1,0.10396823745856514,0.0,0.0,424.17756773840557,0.4472666944196823,0.05435502902026725,tied_shape,1004,-47675.73653248186,0.19362633302807808
0.01,42,3,2,0.8960317625414349,0.0,0.0,0.07848936785353641,8.276175539907786e-05,1.005779699810167e-05,tied_shape,1004,-47675.73653248186,0.19362633302807808
0.01,42,4,1,0.0926471470356166,0.0,0.0,477.1738764545165,8.25418183627965,3.7163272820619095,tied_shape,1005,-22491.585717929614,0.1968323327600956
0.01,42,4,2,0.9073528529643854,0.0,0.0,0.05306506671250724,0.0009179226512855749,0.0004132815413396241,tied_shape,1005,-22491.585717929614,0.1968323327600956
0.01,42,5,1,0.10294373133039718,0.0,0.0,428.87098867523895,-0.9697955171810646,0.11287473341797645,tied_shape,1006,-43100.05132968825,0.1988025838509202
0.01,42,5,2,0.8970562686695989,0.0,0.0,0.0735425104379269,-0.00016629988697825133,1.9355683829795537e-05,tied_shape,1006,-43100.05132968825,0.1988025838509202
0.01,42,6,1,0.10294373133039712,0.0,0.0,428.87098867523906,-0.9697955171811782,0.11287473341797694,tied_shape,1006,-43100.05132968822,0.19873870816081762
0.01,42,6,2,0.8970562686695989,0.0,0.0,0.07354251043792707,-0.00016629988697827117,1.9355683829795666e-05,tied_shape,1006,-43100.05132968822,0.19873870816081762
0.01,42,7,1,0.10390526416597626,0.0,0.0,212.82527234990033,0.0,0.00010641258296865867,tied_shape,1007,-114737.62403393058,0.2001781677827239
0.01,42,7,2,0.8960947358340258,0.0,0.0,0.017349167853013426,0.0,8.674579589216918e-09,tied_shape,1007,-114737.62403393058,0.2001781677827239
0.01,42,8,1,0.09861935580144887,0.0,0.0,448.1954897963152,-9.770628318386104,6.039806523639912,tied_shape,1007,-14632.35461546774,0.20184237509965897
0.01,42,8,2,0.9013806441985482,0.0,0.0,0.06304002575466734,-0.0013742678693849854,0.000849516711951969,tied_shape,1007,-14632.35461546774,0.20184237509965897
0.01,42,9,1,0.10390526416597626,0.0,0.0,212.82527234990033,0.0,0.00010641258296865867,tied_shape,1007,-114737.62403393058,0.19978616666048765
0.01,42,9,2,0.8960947358340258,0.0,0.0,0.017349167853013426,0.0,8.674579589216918e-09,tied_shape,1007,-114737.62403393058,0.19978616666048765
0.01,42,10,1,0.10390526416597626,0.0,0.0,212.82527234990033,0.0,0.00010641258296865867,tied_shape,1007,-114737.62403393058,0.20029529184103012
0.01,42,10,2,0.8960947358340258,0.0,0.0,0.017349167853013426,0.0,8.674579589216918e-09,tied_shape,1007,-114737.62403393058,0.20029529184103012
0.01,42,11,1,0.10396823745856551,0.0,0.0,424.1775677384041,-0.4472666944198026,0.05435502902026901,tied_shape,1004,-47675.736532481555,0.19431362487375736
0.01,42,11,2,0.8960317625414344,0.0,0.0,0.07848936785353648,-8.276175539910049e-05,1.0057796998102039e-05,tied_shape,1004,-47675.736532481555,0.19431362487375736
0.01,42,12,1,0.10402763224351103,0.0,0.0,424.11061041209814,-0.5030623586602682,0.06871684261130974,tied_shape,1009,-45791.226928137694,0.19539454113692045
0.01,42,12,2,0.8959723677564877,0.0,0.0,0.07847914260473253,-9.30886934095108e-05,1.2715642472136796e-05,tied_shape,1009,-45791.226928137694,0.19539454113692045
