gamma,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,seed,bic,fit_time_seconds
0.01,2243,1,0.07945506848189256,0.0,0.0,88319.98522647293,3257.235805847884,191.27054111986865,tied_shape,1003,9829.719423329037,0.17228912468999624
0.01,2243,2,0.9205449315181095,0.0,0.0,1.193334608501111,0.04401010943559589,0.0025843500281367664,tied_shape,1003,9829.719423329037,0.17228912468999624
0.01,1881,1,0.8893585236911891,0.0,0.0,12.071032358240046,1.2770530747321078,0.13537898632742368,tied_shape,1002,20184.379352298252,0.16220412496477365
0.01,1881,2,0.11064147630880848,0.0,0.0,62641.64494668432,6627.163519351522,702.5382869573335,tied_shape,1002,20184.379352298252,0.16220412496477365
0.01,1907,1,0.8906169904066431,0.0,0.0,11.738438362570387,1.1485600661119295,0.11259841768207367,tied_shape,1002,17937.85321190806,0.1629410833120346
0.01,1907,2,0.10938300959335222,0.0,0.0,63202.01800380903,6184.069101417236,606.2516155670751,tied_shape,1002,17937.85321190806,0.1629410833120346
0.01,2923,1,0.10955780192269113,0.0,0.0,59022.93024235331,-210.94227182789203,0.9472725341585903,tied_shape,1007,12173.807040867961,0.17029329016804695
0.01,2923,2,0.8904421980773078,0.0,0.0,20.909012454818143,-0.07472679805605621,0.00033557353275247016,tied_shape,1007,12173.807040867961,0.17029329016804695
0.01,599,1,0.9191365334635194,0.0,0.0,1.4217075921204687,0.014676646745866075,0.0003933971787377411,tied_shape,1007,229.88595886398357,0.2461179168894887
0.01,599,2,0.08086346653647898,0.0,0.0,86678.55780959192,894.8046563605293,23.984608570944633,tied_shape,1007,229.88595886398357,0.2461179168894887
0.01,2491,1,0.8928215142083991,0.0,0.0,14.49743744671555,0.008347981463133706,9.371986920445163e-05,tied_shape,1005,11727.17328440695,0.17223637457937002
0.01,2491,2,0.10717848579160281,0.0,0.0,62714.29303520628,36.112434190916055,0.4054216727688501,tied_shape,1005,11727.17328440695,0.17223637457937002
0.01,228,1,0.8943899447321615,0.0,0.0,9.952541918011917,0.39390593052023526,0.01576570959054705,tied_shape,1005,14644.738725189347,0.1655786670744419
0.01,228,2,0.10561005526784059,0.0,0.0,65448.533736508,2590.349861878705,103.67628536680641,tied_shape,1005,14644.738725189347,0.1655786670744419
0.01,2590,1,0.8943832273889145,0.0,0.0,9.979035240958455,0.3906043415587648,0.015461162876380496,tied_shape,1005,14495.512402367161,0.16703104134649038
0.01,2590,2,0.10561677261108518,0.0,0.0,65421.85859394664,2560.774802633602,101.36230476919239,tied_shape,1005,14495.512402367161,0.16703104134649038
0.01,2579,1,0.9156136523355916,0.0,0.0,4.498978241371466,0.06755784804416522,0.002539893495963807,tied_shape,1007,23285.96879709281,0.16505970899015665
0.01,2579,2,0.0843863476644087,0.0,0.0,83087.5583353712,1247.6647672495947,46.906994808490424,tied_shape,1007,23285.96879709281,0.16505970899015665
0.01,1880,1,0.9213304047029716,0.0,0.0,0.5983389139420344,0.0,0.5983389139420344,spherical,1000,55797.20754051659,0.1613189997151494
0.01,1880,2,0.07866959529703203,0.0,0.0,52529.26509406592,0.0,52529.26509406592,spherical,1000,55797.20754051659,0.1613189997151494
0.01,2562,1,0.09066831317921809,0.0,0.0,76349.61768373067,1313.3997973758308,24.021865290109208,tied_shape,1003,2187.246444311459,0.17773795779794455
0.01,2562,2,0.9093316868207812,0.0,0.0,4.81255495859822,0.08278769297399968,0.0015141732260609355,tied_shape,1003,2187.246444311459,0.17773795779794455
0.01,3215,1,0.09631202004776325,0.0,0.0,72793.9898696559,8488.33524198429,1026.325274107362,tied_shape,1003,34651.19487798855,0.16283129155635834
0.01,3215,2,0.9036879799522338,0.0,0.0,6.886628857159574,0.8030335269623811,0.09709484618380872,tied_shape,1003,34651.19487798855,0.16283129155635834
0.01,1106,1,0.09561847951287844,0.0,0.0,73350.30165802312,-10064.296853518668,1467.8384639719177,tied_shape,1000,39813.07950613664,0.1638864167034626
0.01,1106,2,0.9043815204871225,0.0,0.0,6.161394846211733,-0.8453967517832582,0.12329782076634019,tied_shape,1000,39813.07950613664,0.1638864167034626
0.01,2366,1,0.08704271817774262,0.0,0.0,80432.55919619973,-1860.5803002195491,51.70896711246811,tied_shape,1003,11767.55403447012,0.16676241718232632
0.01,2366,2,0.9129572818222594,0.0,0.0,3.7068517944710715,-0.08574755663067632,0.0023830831624235375,tied_shape,1003,11767.55403447012,0.16676241718232632
0.01,3196,1,0.9034664859939364,0.0,0.0,4.793584735313389,0.10123162931220715,0.002434728409305681,tied_shape,1002,12727.158035911767,0.17699404060840607
0.01,3196,2,0.09653351400606332,0.0,0.0,72389.98690331263,1528.7424182004333,36.76788194946528,tied_shape,1002,12727.158035911767,0.17699404060840607
0.01,1783,1,0.9172656156656497,0.0,0.0,1.2398527004049418,0.0013358052572663619,2.112157873769996e-06,tied_shape,1000,-48218.60687827433,0.15742004197090864
0.01,1783,2,0.08273438433434994,0.0,0.0,45760.21201895934,49.3016079801939,0.07795506037907737,tied_shape,1000,-48218.60687827433,0.15742004197090864
0.01,928,1,0.9172656156656571,0.0,0.0,1.2398527004062003,-0.0013358052572687493,2.1121578737744925e-06,tied_shape,1000,-48218.606878259154,0.15702733397483826
0.01,928,2,0.08273438433434235,0.0,0.0,45760.21201897111,-49.30160798024466,0.07795506037918425,tied_shape,1000,-48218.606878259154,0.15702733397483826
0.01,859,1,0.9209697528096069,0.0,0.0,0.5758687195684226,0.0,2.8793421581710336e-07,tied_shape,1000,-60961.72544311581,0.15682258363813162
0.01,859,2,0.0790302471903916,0.0,0.0,44411.43356701343,0.0,0.022205705680653873,tied_shape,1000,-60961.72544311581,0.15682258363813162
0.01,1863,1,0.09908007082282054,0.0,0.0,62683.15003213944,79.8295123245892,0.2385118025470619,tied_shape,1000,-8796.83909873574,0.17970879189670086
0.01,1863,2,0.9009199291771777,0.0,0.0,6.79766288490175,0.008657097047139982,2.586536935291029e-05,tied_shape,1000,-8796.83909873574,0.17970879189670086
0.01,561,1,0.09908007082282065,0.0,0.0,62683.15003213939,-79.82951232458917,0.2385118025470618,tied_shape,1000,-8796.839098735747,0.1806505834683776
