gamma,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,seed,bic,fit_time_seconds
0.01,2243,1,0.9203286242657687,0.0,0.0,1.0463764086486953,0.05214313641229205,0.004835408567371846,tied_shape,1002,16347.603164645001,0.19786408357322216
0.01,2243,2,0.07967137573423011,0.0,0.0,142536.0152754419,7102.86931809754,658.6729820409311,tied_shape,1002,16347.603164645001,0.19786408357322216
0.01,1881,1,0.08582389321876623,0.0,0.0,132320.0176649663,20241.631495423928,3489.5287597219913,tied_shape,1007,22573.242423229207,0.18483100086450577
0.01,1881,2,0.9141761067812352,0.0,0.0,1.2230194997947013,0.187091193482485,0.0322533339516351,tied_shape,1007,22573.242423229207,0.18483100086450577
0.01,1907,1,0.08577880563640693,0.0,0.0,132387.46136661657,18649.161937694254,2953.1612818165527,tied_shape,1007,20839.04977465844,0.19579108338803053
0.01,1907,2,0.9142211943635956,0.0,0.0,1.2042289478442834,0.16963736917815306,0.02686268220951921,tied_shape,1007,20839.04977465844,0.19579108338803053
0.01,2923,1,0.904910927617962,0.0,0.0,7.743544689599699,-0.007247323159209654,0.00011131165821024533,tied_shape,1002,7936.875864852364,0.21112774964421988
0.01,2923,2,0.09508907238203645,0.0,0.0,117163.54584990049,-109.65547605007768,1.6841987866178012,tied_shape,1002,7936.875864852364,0.21112774964421988
0.01,599,1,0.08327851013986819,0.0,0.0,136293.08904687714,3286.7544596092553,135.43569612193036,tied_shape,1005,6664.169574612369,0.2125937920063734
0.01,599,2,0.9167214898601329,0.0,0.0,1.26029102745698,0.03039234919295911,0.0012523627853291356,tied_shape,1005,6664.169574612369,0.2125937920063734
0.01,2491,1,0.09714954167042668,0.0,0.0,115291.31384783365,181.00016457798654,2.443577003814222,tied_shape,1005,9270.121792986098,0.21537416707724333
0.01,2491,2,0.902850458329572,0.0,0.0,6.904691436219512,0.010839934463453327,0.0001463435938829491,tied_shape,1005,9270.121792986098,0.21537416707724333
0.01,228,1,0.909736589503283,0.0,0.0,3.722882029891245,0.17110295448383941,0.008127782212149399,tied_shape,1004,9766.183265077025,0.20421787444502115
0.01,228,2,0.09026341049671703,0.0,0.0,125352.30995775943,5761.168474568397,273.66869724751336,tied_shape,1004,9766.183265077025,0.20421787444502115
0.01,2590,1,0.9097092466729982,0.0,0.0,3.701160558251781,0.16830272839452481,0.007911852448715855,tied_shape,1004,9571.035874622472,0.34655216708779335
0.01,2590,2,0.09029075332699843,0.0,0.0,125308.14350566523,5698.132277735526,267.86720717342394,tied_shape,1004,9571.035874622472,0.34655216708779335
0.01,2579,1,0.9180398510955686,0.0,0.0,2.662451238095193,0.03896616969289871,0.002755470451559736,tied_shape,1003,22902.850040904428,0.18556295800954103
0.01,2579,2,0.08196014890443318,0.0,0.0,138511.61728751464,2027.1797306321844,143.35085772558716,tied_shape,1003,22902.850040904428,0.18556295800954103
0.01,1880,1,0.9163832488297127,0.0,0.0,5.97394833942062,0.04906277292575567,0.006049979753368463,tied_shape,1004,36152.20883086775,0.16912470757961273
0.01,1880,2,0.08361675117028738,0.0,0.0,135736.67139231853,1114.7765443959495,137.4642141269001,tied_shape,1004,36152.20883086775,0.16912470757961273
0.01,2562,1,0.08627313319418246,0.0,0.0,131353.20717820572,333.07045843577464,15.989426592570329,tied_shape,1006,546.315010736464,0.21276004239916801
0.01,2562,2,0.9137268668058167,0.0,0.0,1.594762642121067,0.004043816939976804,0.0001941280365097868,tied_shape,1006,546.315010736464,0.21276004239916801
0.01,3215,1,0.08462311695126437,0.0,0.0,134132.19679552948,1266.403172781075,86.08722825990604,tied_shape,1007,20700.140449630624,0.18632970843464136
0.01,3215,2,0.9153768830487348,0.0,0.0,2.7473119602462517,0.025938623732368535,0.0017632490742205725,tied_shape,1007,20700.140449630624,0.18632970843464136
0.01,1106,1,0.8933775639633325,0.0,0.0,13.950009386694896,0.20045224091304928,0.003717068471110283,tied_shape,1001,30249.239468923133,0.18265666719526052
0.01,1106,2,0.10662243603666798,0.0,0.0,105967.49988364676,1522.6816145292146,28.235712382786282,tied_shape,1001,30249.239468923133,0.18265666719526052
0.01,2366,1,0.9084334372448355,0.0,0.0,7.760641250572183,0.02826318388567536,0.00015871494273349103,tied_shape,1002,2297.290927129228,0.26502970792353153
0.01,2366,2,0.09156656275516481,0.0,0.0,119653.271150825,435.7606924310548,2.4470609406378494,tied_shape,1002,2297.290927129228,0.26502970792353153
0.01,3196,1,0.9162398524009835,0.0,0.0,2.130487930839358,0.10335087691579348,0.0063348966773866,tied_shape,1002,17733.851403786746,0.23833591677248478
0.01,3196,2,0.08376014759901686,0.0,0.0,135527.29309746684,6574.486710247926,402.98346041326556,tied_shape,1002,17733.851403786746,0.23833591677248478
0.01,1783,1,0.08127435192238623,0.0,0.0,75886.71547525497,6.6198898356429945,0.042097899220289274,tied_shape,1006,-52975.246907912966,0.24808037467300892
0.01,1783,2,0.9187256480776141,0.0,0.0,0.8699359735573319,7.588785827593528e-05,4.825940444722844e-07,tied_shape,1006,-52975.246907912966,0.24808037467300892
0.01,928,1,0.08127435192238423,0.0,0.0,75886.71547523726,-6.61988983565939,0.04209789922026986,tied_shape,1006,-52975.24690791518,0.3083248334005475
0.01,928,2,0.9187256480776169,0.0,0.0,0.8699359735573937,-7.588785827614635e-05,4.825940444722087e-07,tied_shape,1006,-52975.24690791518,0.3083248334005475
0.01,859,1,0.9156364662063207,0.0,0.0,0.5712163661640713,0.0,2.856080402780155e-07,tied_shape,1008,-59329.65970828476,0.24227183312177658
0.01,859,2,0.08436353379367699,0.0,0.0,67311.61978382152,0.0,0.03365579306401422,tied_shape,1008,-59329.65970828476,0.24227183312177658
0.01,1863,1,0.08654609796666739,0.0,0.0,125880.62977673238,70.14630622009223,0.8151888943935043,tied_shape,1007,-10998.256096602174,0.19044675026088953
0.01,1863,2,0.9134539020333315,0.0,0.0,3.6024108483081623,0.0020074241362169807,2.332881017351172e-05,tied_shape,1007,-10998.256096602174,0.19044675026088953
