gamma,generation_seed,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,init_seed,bic,fit_time_seconds
0.01,51,1,1,0.8983177695062335,0.0,0.0,0.03824487359545746,0.00202801763089735,0.0004939255793833008,tied_shape,1002,-24713.93637705116,0.2216071244329214
0.01,51,1,2,0.10168223049376765,0.0,0.0,189.89713404122446,10.069708687394447,2.4524869122768034,tied_shape,1002,-24713.93637705116,0.2216071244329214
0.01,51,2,1,0.8983177695062335,0.0,0.0,0.038244873595457515,-0.00202801763089736,0.0004939255793833031,tied_shape,1002,-24713.93637705114,0.2130678342655301
0.01,51,2,2,0.10168223049376761,0.0,0.0,189.89713404122455,-10.069708687394488,2.4524869122768127,tied_shape,1002,-24713.93637705114,0.2130678342655301
0.01,51,3,1,0.8884704732321838,0.0,0.0,0.06652031214439451,0.0004566755907211921,1.1675953612601237e-05,tied_shape,1005,-50286.537151396915,0.22681970801204443
0.01,51,3,2,0.11152952676781767,0.0,0.0,172.5752075057281,1.1847642064642938,0.030291200575668243,tied_shape,1005,-50286.537151396915,0.22681970801204443
0.01,51,4,1,0.09832059123244587,0.0,0.0,196.47505143632742,23.814430531170235,11.364003941923634,tied_shape,1001,-17479.694711259723,0.22235654201358557
0.01,51,4,2,0.9016794087675538,0.0,0.0,0.029215610884118524,0.003541178031201674,0.0016898141256393806,tied_shape,1001,-17479.694711259723,0.22235654201358557
0.01,51,5,1,0.8947770087168012,0.0,0.0,0.05195866657575727,-0.0006578756582317547,2.951680897585123e-05,tied_shape,1008,-45486.76073571191,0.2085919165983796
0.01,51,5,2,0.10522299128320137,0.0,0.0,183.28358088595857,-2.3206485917535447,0.10412019403024816,tied_shape,1008,-45486.76073571191,0.2085919165983796
0.01,51,6,1,0.8947770087168011,0.0,0.0,0.0519586665757578,-0.0006578756582317655,2.951680897585126e-05,tied_shape,1008,-45486.76073571188,0.21599495876580477
0.01,51,6,2,0.10522299128320153,0.0,0.0,183.2835808859583,-2.320648591753555,0.10412019403024705,tied_shape,1008,-45486.76073571188,0.21599495876580477
0.01,51,7,1,0.8981344363826763,0.0,0.0,0.018112637863206427,0.0,9.056314403446012e-09,tied_shape,1006,-115865.02877086833,0.22356699965894222
0.01,51,7,2,0.1018655636173243,0.0,0.0,94.78898299505157,0.0,4.739446780029188e-05,tied_shape,1006,-115865.02877086833,0.22356699965894222
0.01,51,8,1,0.9000344971976275,0.0,0.0,0.03229986107596321,-0.004795172365939935,0.00259408364896586,tied_shape,1006,-13376.202055635917,0.2045920416712761
0.01,51,8,2,0.0999655028023742,0.0,0.0,193.21509507075007,-28.68432413336902,15.517593641584112,tied_shape,1006,-13376.202055635917,0.2045920416712761
0.01,51,9,1,0.8981344363826763,0.0,0.0,0.018112637863206427,0.0,9.056314403446012e-09,tied_shape,1006,-115865.02877086833,0.2065157499164343
0.01,51,9,2,0.1018655636173243,0.0,0.0,94.78898299505157,0.0,4.739446780029188e-05,tied_shape,1006,-115865.02877086833,0.2065157499164343
0.01,51,10,1,0.8981344363826763,0.0,0.0,0.018112637863206427,0.0,9.056314403446012e-09,tied_shape,1006,-115865.02877086833,0.22887891624122858
0.01,51,10,2,0.1018655636173243,0.0,0.0,94.78898299505157,0.0,4.739446780029188e-05,tied_shape,1006,-115865.02877086833,0.22887891624122858
0.01,51,11,1,0.8884704732321834,0.0,0.0,0.06652031214439531,-0.0004566755907211896,1.167595361260145e-05,tied_shape,1005,-50286.537151396566,0.2213880829513073
0.01,51,11,2,0.11152952676781787,0.0,0.0,172.57520750572775,-1.1847642064642705,0.030291200575668368,tied_shape,1005,-50286.537151396566,0.2213880829513073
0.01,51,12,1,0.8884654387136077,0.0,0.0,0.06655095740060457,-0.0005139627580943672,1.4773399497624442e-05,tied_shape,1005,-48401.611356845635,0.2183469170704484
0.01,51,12,2,0.1115345612863936,0.0,0.0,172.63779878250483,-1.3332550376321186,0.03832322282686316,tied_shape,1005,-48401.611356845635,0.2183469170704484
0.01,51,13,1,0.8965721008349518,0.0,0.0,0.04155842856740933,-0.0017043883356492933,0.00027485012105853124,tied_shape,1007,-28999.328589368342,0.2140840832144022
0.01,51,13,2,0.10342789916504809,0.0,0.0,186.6590896742612,-7.655235920859998,1.2344854019306841,tied_shape,1007,-28999.328589368342,0.2140840832144022
0.01,51,14,1,0.8951169460471761,0.0,0.0,0.0513552632131421,0.0030914395884986687,0.0008413309653422844,tied_shape,1006,-18150.43868017529,0.20325679145753384
0.01,51,14,2,0.1048830539528244,0.0,0.0,183.99207601646648,11.07579539426451,3.014262243926168,tied_shape,1006,-18150.43868017529,0.20325679145753384
0.01,51,15,1,0.09836596170370737,0.0,0.0,196.3859702472995,13.821472254721009,3.9716762072633114,tied_shape,1008,-25972.21060649014,0.22162191662937403
0.01,51,15,2,0.9016340382962904,0.0,0.0,0.02882204439342417,0.002028470192684384,0.0005828920865268572,tied_shape,1008,-25972.21060649014,0.22162191662937403
0.01,51,16,1,0.8947770087168013,0.0,0.0,0.051958666575757255,-0.0006578756582317899,2.9516808975853113e-05,tied_shape,1008,-45486.76073571153,0.21204429119825363
0.01,51,16,2,0.1052229912832014,0.0,0.0,183.28358088595854,-2.3206485917536686,0.10412019403025483,tied_shape,1008,-45486.76073571153,0.21204429119825363
0.01,51,17,1,0.09839209538792504,0.0,0.0,196.25207154129075,5.185726787606653,0.7052535627735431,tied_shape,1008,-35971.12831676883,0.20608804281800985
0.01,51,17,2,0.9016079046120725,0.0,0.0,0.03624238577691339,0.0009576617932951172,0.00013024102875369446,tied_shape,1008,-35971.12831676883,0.20608804281800985
0.01,51,18,1,0.09862446172536517,0.0,0.0,195.7932178273786,6.772610919583823,1.1735386730055004,tied_shape,1008,-31752.69294162965,0.20486412476748228
0.01,51,18,2,0.9013755382746365,0.0,0.0,0.03659999258530457,0.001266016832403573,0.00021937178012181063,tied_shape,1008,-31752.69294162965,0.20486412476748228
0.01,51,19,1,0.09839209538792505,0.0,0.0,196.25207154129075,5.185726787606641,0.7052535627735412,tied_shape,1008,-35971.12831676883,0.2531937500461936
0.01,51,19,2,0.9016079046120726,0.0,0.0,0.036242385776913424,0.0009576617932951157,0.00013024102875369424,tied_shape,1008,-35971.12831676883,0.2531937500461936
0.01,51,20,1,0.09862446172536517,0.0,0.0,195.7932178273786,6.772610919583832,1.1735386730054984,tied_shape,1008,-31752.692941629663,0.23469633236527443
0.01,51,20,2,0.9013755382746365,0.0,0.0,0.03659999258530461,0.0012660168324035762,0.00021937178012181052,tied_shape,1008,-31752.692941629663,0.23469633236527443
0.01,51,21,1,0.9001794591483784,0.0,0.0,0.034445196854528626,0.0014574537332358137,0.00023476421426204703,tied_shape,1006,-32076.02553299119,0.21466991677880287
0.01,51,21,2,0.09982054085162173,0.0,0.0,193.4674841142106,8.186044288637161,1.3185943481509323,tied_shape,1006,-32076.02553299119,0.21466991677880287
0.01,51,22,1,0.10163851536351928,0.0,0.0,189.85706699970143,3.616321124535956,0.2693533157434083,tied_shape,1001,-39662.01932397655,0.26984575018286705
0.01,51,22,2,0.8983614846364798,0.0,0.0,0.0474506411596574,0.0009038207463655499,6.731899808883315e-05,tied_shape,1001,-39662.01932397655,0.26984575018286705
0.01,51,23,1,0.10163851536351928,0.0,0.0,189.85706699970143,3.616321124535956,0.2693533157434083,tied_shape,1001,-39662.01932397655,0.2051288327202201
0.01,51,23,2,0.8983614846364798,0.0,0.0,0.0474506411596574,0.0009038207463655499,6.731899808883315e-05,tied_shape,1001,-39662.01932397655,0.2051288327202201
0.01,51,24,1,0.9001794591483784,0.0,0.0,0.034445196854528626,0.0014574537332358133,0.0002347642142620467,tied_shape,1006,-32076.02553299121,0.29352845903486013
0.01,51,24,2,0.09982054085162174,0.0,0.0,193.46748411421058,8.186044288637156,1.3185943481509304,tied_shape,1006,-32076.02553299121,0.29352845903486013
0.01,51,25,1,0.9029774819381874,0.0,0.0,0.03816365921914403,-7.962606601672319e-05,2.2219685673852015e-05,tied_shape,1004,-48341.31310491532,0.21623441763222218
0.01,51,25,2,0.09702251806181274,0.0,0.0,198.93497119084898,-0.4150652603336172,0.1158241274510734,tied_shape,1004,-48341.31310491532,0.21623441763222218
0.01,51,26,1,0.9029774819381874,0.0,0.0,0.03816365921914391,-7.962606601672248e-05,2.22196856738523e-05,tied_shape,1004,-48341.31310491527,0.21378616616129875
0.01,51,26,2,0.09702251806181261,0.0,0.0,198.93497119084918,-0.41506526033361524,0.11582412745107537,tied_shape,1004,-48341.31310491527,0.21378616616129875
0.01,51,27,1,0.10113069992730671,0.0,0.0,190.75385656216034,5.157192130113668,0.22393034789483582,tied_shape,1005,-46938.317670607,0.2075172085314989
0.01,51,27,2,0.8988693000726938,0.0,0.0,0.04672282514695835,0.001263191164190435,5.4849001107238605e-05,tied_shape,1005,-46938.317670607,0.2075172085314989
0.01,51,28,1,0.09989258445802476,0.0,0.0,193.2292225584648,7.166750652567216,1.076960823473654,tied_shape,1009,-29615.712390104545,0.26690641697496176
0.01,51,28,2,0.9001074155419702,0.0,0.0,0.04519452142234853,0.0016762364491637828,0.00025189113925448524,tied_shape,1009,-29615.712390104545,0.26690641697496176
0.01,51,29,1,0.1011306999273067,0.0,0.0,190.7538565621603,5.157192130113675,0.22393034789483668,tied_shape,1005,-46938.31767060697,0.264635999687016
0.01,51,29,2,0.8988693000726938,0.0,0.0,0.04672282514695832,0.0012631911641904363,5.48490011072388e-05,tied_shape,1005,-46938.31767060697,0.264635999687016
0.01,51,30,1,0.10113069992730671,0.0,0.0,190.7538565621602,5.157192130113678,0.22393034789483712,tied_shape,1005,-46938.31767060694,0.21260766685009003
0.01,51,30,2,0.8988693000726938,0.0,0.0,0.04672282514695834,0.0012631911641904383,5.484900110723896e-05,tied_shape,1005,-46938.31767060694,0.21260766685009003
