gamma,generation_seed,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,init_seed,bic,fit_time_seconds
0.01,50,1,1,0.09522615404774774,0.0,0.0,1625.1295695977867,-3.3126133433131395,0.710027167304943,tied_shape,1000,-24623.324964552863,0.18160883244127035
0.01,50,1,2,0.9047738459522506,0.0,0.0,0.18832291303615933,-0.00038387154245773746,8.227921452119852e-05,tied_shape,1000,-24623.324964552863,0.18160883244127035
0.01,50,2,1,0.0952261540477477,0.0,0.0,1625.1295695977872,3.3126133433127136,0.7100271673049451,tied_shape,1000,-24623.32496455284,0.17985954228788614
0.01,50,2,2,0.9047738459522506,0.0,0.0,0.18832291303615897,0.00038387154245768726,8.227921452119859e-05,tied_shape,1000,-24623.32496455284,0.17985954228788614
0.01,50,3,1,0.08456499657298175,0.0,0.0,1827.6168976929503,9.999657506408534,0.24328350984387775,tied_shape,1002,-47883.18481638189,0.17340454179793596
0.01,50,3,2,0.9154350034270207,0.0,0.0,0.0947577177513664,0.0005184591611068508,1.2613688453224714e-05,tied_shape,1002,-47883.18481638189,0.17340454179793596
0.01,50,4,1,0.8930062645336656,0.0,0.0,0.23647459588340022,0.0009354218426186424,0.00013442360813034214,tied_shape,1007,-17536.80423300758,0.1879632081836462
0.01,50,4,2,0.10699373546633589,0.0,0.0,1446.1921612337685,5.720697951457587,0.8220856351889726,tied_shape,1007,-17536.80423300758,0.1879632081836462
0.01,50,5,1,0.08365394467757988,0.0,0.0,1847.9253226695764,-8.750843280858682,0.27138972121136445,tied_shape,1000,-42180.07742892627,0.1725999591872096
0.01,50,5,2,0.9163460553224201,0.0,0.0,0.12778169656807234,-0.0006051097342040056,1.8766255639284365e-05,tied_shape,1000,-42180.07742892627,0.1725999591872096
0.01,50,6,1,0.08365394467757975,0.0,0.0,1847.9253226695796,-8.750843280859252,0.2713897212113735,tied_shape,1000,-42180.07742892628,0.17396795749664307
