gamma,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,seed,bic,fit_time_seconds
0.01,2243,1,0.913569048616429,0.0,0.0,1.152204310808829,0.08701960195326326,0.009862799902181918,tied_shape,1007,19260.493939137305,0.16764550004154444
0.01,2243,2,0.08643095138357187,0.0,0.0,26872.939170055743,2029.564069458252,230.030750042682,tied_shape,1007,19260.493939137305,0.16764550004154444
0.01,1881,1,0.9018543745887847,0.0,0.0,2.11310746622297,0.21461477420435057,0.022246948694238305,tied_shape,1006,9317.939500553262,0.17494533397257328
0.01,1881,2,0.09814562541121374,0.0,0.0,23630.40647611672,2399.9888464232463,248.78263358646154,tied_shape,1006,9317.939500553262,0.17494533397257328
0.01,1907,1,0.9023067286775455,0.0,0.0,2.048978923657358,0.19299902828602367,0.018540577838115642,tied_shape,1006,7295.599115335697,0.17587825004011393
0.01,1907,2,0.09769327132245405,0.0,0.0,23734.60534419762,2235.628544195033,214.76711778741543,tied_shape,1006,7295.599115335697,0.17587825004011393
0.01,2923,1,0.904797660585051,0.0,0.0,2.060921783304757,-0.010614347036934424,0.00021636628528575388,tied_shape,1001,485.3386109021285,0.19334845803678036
0.01,2923,2,0.09520233941495389,0.0,0.0,24312.87066412184,-125.21836043640397,2.5524915854854315,tied_shape,1001,485.3386109021285,0.19334845803678036
0.01,599,1,0.08703063028727269,0.0,0.0,26685.320632657138,1093.6138561408875,76.13943676623339,tied_shape,1005,11143.26150852961,0.175395792350173
0.01,599,2,0.9129693697127269,0.0,0.0,1.0680983113970317,0.04377264673503638,0.003047533322167066,tied_shape,1005,11143.26150852961,0.175395792350173
0.01,2491,1,0.9026031420031959,0.0,0.0,2.131999346562781,0.0007177046522545156,0.00018538145798283886,tied_shape,1006,2159.1453786462043,0.18484000023454428
0.01,2491,2,0.0973968579968002,0.0,0.0,23771.78737935228,8.00240507675217,2.067002792635521,tied_shape,1006,2159.1453786462043,0.18484000023454428
0.01,228,1,0.9008344055288888,0.0,0.0,2.2540300331908254,0.10133770925792361,0.004802241126455656,tied_shape,1000,5111.226698588128,0.1713206246495247
0.01,228,2,0.0991655944711132,0.0,0.0,23360.341951716964,1050.2448973661728,49.76952090110208,tied_shape,1000,5111.226698588128,0.1713206246495247
0.01,2590,1,0.09914334484162747,0.0,0.0,23364.52602067352,1039.637084555428,48.76209977904143,tied_shape,1004,4929.443247104559,0.17058441694825888
0.01,2590,2,0.9008566551583739,0.0,0.0,2.2511210781581013,0.10016676360593663,0.004698121867771764,tied_shape,1004,4929.443247104559,0.17058441694825888
0.01,2579,1,0.9083055456720202,0.0,0.0,1.287815917361718,0.02936258948249547,0.0034583461212669073,tied_shape,1003,19641.718237633722,0.1643046671524644
0.01,2579,2,0.09169445432797992,0.0,0.0,25328.399601977228,577.4951138086986,68.01777438878554,tied_shape,1003,19641.718237633722,0.1643046671524644
0.01,1880,1,0.9154933103145118,0.0,0.0,1.019943916799142,0.10890747741649366,0.04141019865250264,tied_shape,1005,35748.2866851231,0.15904016699641943
0.01,1880,2,0.08450668968548579,0.0,0.0,27488.4507579557,2935.1592581006676,1116.0439194625333,tied_shape,1005,35748.2866851231,0.15904016699641943
