gamma,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,seed,bic,fit_time_seconds
0.01,2243,1,0.0988392335132342,0.0,0.0,5771.588930603186,168.3502054904869,9.1280879105628,tied_shape,1006,4475.042625794005,0.19331470876932144
0.01,2243,2,0.9011607664867674,0.0,0.0,0.8829117625078677,0.025753458611722957,0.0013963739071416316,tied_shape,1006,4475.042625794005,0.19331470876932144
0.01,1881,1,0.10069970607233426,0.0,0.0,5665.780322621541,589.6194225149557,67.30633951401414,tied_shape,1008,7201.921582014712,0.1956509156152606
0.01,1881,2,0.8993002939276682,0.0,0.0,0.8555700973991065,0.0890364112310152,0.010163699997979777,tied_shape,1008,7201.921582014712,0.1956509156152606
0.01,1907,1,0.10103919856838277,0.0,0.0,5646.582683247483,544.9346300438316,57.438467521365325,tied_shape,1004,5389.63627811765,0.1948124999180436
0.01,1907,2,0.8989608014316148,0.0,0.0,0.8401112685841721,0.08107659960418306,0.008545824354625862,tied_shape,1004,5389.63627811765,0.1948124999180436
0.01,2923,1,0.10019877820473265,0.0,0.0,5690.725942234999,-4.198593226911522,1.9672163992148086,tied_shape,1008,-636.6289897845711,0.20816604141145945
0.01,2923,2,0.8998012217952686,0.0,0.0,0.9259821215022263,-0.0006831856432807746,0.0003201010263522677,tied_shape,1008,-636.6289897845711,0.20816604141145945
0.01,599,1,0.10598005641003616,0.0,0.0,5374.476475718593,67.89422457860475,1.7162261918420672,tied_shape,1000,-3631.3255679276435,0.19213066715747118
0.01,599,2,0.8940199435899638,0.0,0.0,1.0838441240148302,0.013691892912085937,0.00034610285893188616,tied_shape,1000,-3631.3255679276435,0.19213066715747118
0.01,2491,1,0.11096682870010664,0.0,0.0,5128.234478232188,26.922927952939098,0.7853488160148215,tied_shape,1007,-1124.9156374757479,0.19541487470269203
0.01,2491,2,0.88903317129989,0.0,0.0,1.405244566680131,0.007377450930837748,0.00021520216389051282,tied_shape,1007,-1124.9156374757479,0.19541487470269203
0.01,228,1,0.10472402037539465,0.0,0.0,5445.335122690442,254.7137341796489,14.206763257717013,tied_shape,1003,2075.4328758365414,0.19979550037533045
0.01,228,2,0.8952759796246051,0.0,0.0,0.952381350394746,0.04454906900243188,0.0024847426414111922,tied_shape,1003,2075.4328758365414,0.19979550037533045
0.01,2590,1,0.8952043499654632,0.0,0.0,0.9516243779321336,0.0440075349454723,0.002426836750536805,tied_shape,1009,1896.257727148754,0.20047370810061693
0.01,2590,2,0.1047956500345416,0.0,0.0,5441.5470932112385,251.64243310190275,13.87705776755915,tied_shape,1009,1896.257727148754,0.20047370810061693
0.01,2579,1,0.10011061568660372,0.0,0.0,5700.498827692424,195.58724272749828,35.50907222527407,tied_shape,1006,19169.93454067381,0.18285445775836706
0.01,2579,2,0.8998893843133962,0.0,0.0,0.8246754260030313,0.02829506637796309,0.005136999436276406,tied_shape,1006,19169.93454067381,0.18285445775836706
0.01,1880,1,0.10592923348891657,0.0,0.0,5383.658703479628,176.39311794875053,44.17317626480021,tied_shape,1008,29115.81682672403,0.1708268327638507
0.01,1880,2,0.8940707665110835,0.0,0.0,1.2795346514606347,0.04192336831246963,0.0104986428020333,tied_shape,1008,29115.81682672403,0.1708268327638507
0.01,2562,1,0.8965627544556737,0.0,0.0,0.6938364619928814,0.004052485832738853,0.00024005851039797358,tied_shape,1009,-5054.073554780341,0.21635141782462597
0.01,2562,2,0.1034372455443297,0.0,0.0,5514.171687950692,32.20658450339432,1.9078326291559236,tied_shape,1009,-5054.073554780341,0.21635141782462597
0.01,3215,1,0.10080384514496456,0.0,0.0,5660.273774780244,124.82259876786793,15.440701800896523,tied_shape,1005,14050.35319312252,0.18607287481427193
0.01,3215,2,0.8991961548550345,0.0,0.0,0.9005306211079541,0.019858857869662173,0.002456563999617474,tied_shape,1005,14050.35319312252,0.18607287481427193
0.01,1106,1,0.8988717206052129,0.0,0.0,0.9513954111084403,-0.023191672297534487,0.0028113171537642477,tied_shape,1009,15281.581685562436,0.19184533320367336
0.01,1106,2,0.10112827939478726,0.0,0.0,5641.697277208906,-137.52472728713664,16.67088168239509,tied_shape,1009,15281.581685562436,0.19184533320367336
0.01,2366,1,0.8936617355374522,0.0,0.0,1.378863456461428,0.004837256355162176,0.00010036353888727796,tied_shape,1002,-7955.288605268429,0.19354704208672047
0.01,2366,2,0.10633826446254656,0.0,0.0,5340.095317296902,18.73384191140816,0.3886903097821645,tied_shape,1002,-7955.288605268429,0.19354704208672047
0.01,3196,1,0.10179225258542515,0.0,0.0,5605.0797625001205,197.15083563378815,13.137582343655657,tied_shape,1009,7795.321243803922,0.20881866570562124
0.01,3196,2,0.898207747414577,0.0,0.0,0.854818155880402,0.030067032207867075,0.002003583247265238,tied_shape,1009,7795.321243803922,0.20881866570562124
0.01,1783,1,0.10386394840210318,0.0,0.0,3507.4355971788937,0.7146469459731376,0.0025703590904701916,tied_shape,1005,-57702.29523755138,0.17527008429169655
0.01,1783,2,0.8961360515978983,0.0,0.0,0.5599202753416631,0.00011408486447568797,4.103271834329882e-07,tied_shape,1005,-57702.29523755138,0.17527008429169655
0.01,928,1,0.1038639484021056,0.0,0.0,3507.4355971772434,-0.7146469459729621,0.0025703590904671398,tied_shape,1005,-57702.29523755458,0.183488417416811
0.01,928,2,0.8961360515978963,0.0,0.0,0.5599202753417984,-0.00011408486447574122,4.103271834327933e-07,tied_shape,1005,-57702.29523755458,0.183488417416811
0.01,859,1,0.8904526092267023,0.0,0.0,0.3865913678746905,0.0,1.932955872895516e-07,tied_shape,1009,-65133.30197169736,0.18113054055720568
