gamma,generation_seed,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,init_seed,bic,fit_time_seconds
0.01,46,1,1,0.9104905651278851,0.0,0.0,0.4628991619252196,-0.0002103300853163329,6.756488648990148e-05,tied_shape,1000,-18531.276540518807,0.1744852503761649
0.01,46,1,2,0.08950943487211437,0.0,0.0,10628.60877373892,-4.829380508871119,1.5513546024938625,tied_shape,1000,-18531.276540518807,0.1744852503761649
0.01,46,2,1,0.9104905651278848,0.0,0.0,0.46289916192522,0.00021033008531620058,6.756488648990162e-05,tied_shape,1000,-18531.27654051877,0.17424499988555908
0.01,46,2,2,0.08950943487211437,0.0,0.0,10628.608773738919,4.829380508868075,1.551354602493864,tied_shape,1000,-18531.27654051877,0.17424499988555908
0.01,46,3,1,0.9057805132780928,0.0,0.0,0.6427110692901861,0.0022500808009250964,1.3169621977845032e-05,tied_shape,1000,-35983.05391691558,0.17442587483674288
0.01,46,3,2,0.09421948672190841,0.0,0.0,9805.701087141428,34.32898670961816,0.20092601903996574,tied_shape,1000,-35983.05391691558,0.17442587483674288
0.01,46,4,1,0.9103302217247811,0.0,0.0,0.34550667235762617,0.0008595399271204728,0.00015724741880855203,tied_shape,1003,-13777.496261974304,0.1901813754811883
0.01,46,4,2,0.08966977827521683,0.0,0.0,10623.111849913688,26.42782185061874,4.834803642762701,tied_shape,1003,-13777.496261974304,0.1901813754811883
0.01,46,5,1,0.9078994095405049,0.0,0.0,0.6025484607886344,-0.0017241194732345252,1.4609178369865353e-05,tied_shape,1000,-31907.097722457576,0.17421391606330872
0.01,46,5,2,0.0921005904594956,0.0,0.0,10184.810577930757,-29.14260244832845,0.2469373404448475,tied_shape,1000,-31907.097722457576,0.17421391606330872
0.01,46,6,1,0.9078994095405047,0.0,0.0,0.6025484607886348,-0.0017241194732347009,1.4609178369866419e-05,tied_shape,1000,-31907.09772245755,0.17533608246594667
0.01,46,6,2,0.09210059045949552,0.0,0.0,10184.810577930766,-29.14260244833143,0.2469373404448656,tied_shape,1000,-31907.09772245755,0.17533608246594667
0.01,46,7,1,0.9296303747423416,0.0,0.0,0.026283676572490162,0.0,1.3141831715329226e-08,tied_shape,1004,-110847.4632388563,0.1690912079066038
0.01,46,7,2,0.07036962525765872,0.0,0.0,6774.007109350197,0.0,0.003387001861174168,tied_shape,1004,-110847.4632388563,0.1690912079066038
0.01,46,8,1,0.9105797480093938,0.0,0.0,0.5167514242211753,-0.006608394302903995,0.0004815435239011164,tied_shape,1000,-3636.898913114611,0.1832203334197402
0.01,46,8,2,0.08942025199060509,0.0,0.0,10653.477932551232,-136.2403267329013,9.927622963352988,tied_shape,1000,-3636.898913114611,0.1832203334197402
0.01,46,9,1,0.9296303747423416,0.0,0.0,0.026283676572490162,0.0,1.3141831715329226e-08,tied_shape,1004,-110847.4632388563,0.16711920779198408
0.01,46,9,2,0.07036962525765872,0.0,0.0,6774.007109350197,0.0,0.003387001861174168,tied_shape,1004,-110847.4632388563,0.16711920779198408
0.01,46,10,1,0.9296303747423416,0.0,0.0,0.026283676572490162,0.0,1.3141831715329226e-08,tied_shape,1004,-110847.4632388563,0.16718679200857878
0.01,46,10,2,0.07036962525765872,0.0,0.0,6774.007109350197,0.0,0.003387001861174168,tied_shape,1004,-110847.4632388563,0.16718679200857878
0.01,46,11,1,0.9057805132780931,0.0,0.0,0.642711069290177,-0.00225008080092494,1.3169621977844258e-05,tied_shape,1000,-35983.05391691543,0.17740225046873093
0.01,46,11,2,0.09421948672190796,0.0,0.0,9805.701087141493,-34.32898670961648,0.2009260190399581,tied_shape,1000,-35983.05391691543,0.17740225046873093
0.01,46,12,1,0.09451363736162419,0.0,0.0,9836.258964548728,-38.737903330989134,0.253750201047484,tied_shape,1003,-34025.62186450779,0.17537774983793497
0.01,46,12,2,0.9054863626383807,0.0,0.0,0.6479519261279238,-0.002551813567326436,1.671549438832901e-05,tied_shape,1003,-34025.62186450779,0.17537774983793497
0.01,46,13,1,0.9083702080578097,0.0,0.0,0.5135005735323951,-0.0008536576087467292,6.403430492035076e-05,tied_shape,1000,-18076.032930600948,0.18102145846933126
0.01,46,13,2,0.09162979194219315,0.0,0.0,10378.68091874078,-17.253807282220343,1.2942373443712352,tied_shape,1000,-18076.032930600948,0.18102145846933126
0.01,46,14,1,0.9090037309985634,0.0,0.0,0.47910597510028663,0.00017590660567238156,0.00025466369165588537,tied_shape,1000,-7415.010633335077,0.18107645865529776
0.01,46,14,2,0.09099626900144109,0.0,0.0,10467.830348995762,3.8433261139370085,5.564064025176839,tied_shape,1000,-7415.010633335077,0.18107645865529776
0.01,46,15,1,0.9117830383564419,0.0,0.0,0.2726178211895259,-7.16751704951047e-05,4.092116047846971e-05,tied_shape,1000,-26237.46237150024,0.1815282916650176
0.01,46,15,2,0.08821696164356033,0.0,0.0,10786.818223003223,-2.8360106168406385,1.619149906009723,tied_shape,1000,-26237.46237150024,0.1815282916650176
0.01,46,16,1,0.9078994095405046,0.0,0.0,0.6025484607886398,-0.0017241194732349494,1.4609178369868214e-05,tied_shape,1000,-31907.097722457147,0.17457300052046776
0.01,46,16,2,0.09210059045949553,0.0,0.0,10184.810577930773,-29.14260244833541,0.24693734044489407,tied_shape,1000,-31907.097722457147,0.17457300052046776
0.01,46,17,1,0.9079970866031918,0.0,0.0,0.5818689364175224,-0.0033613227255366615,4.512101544241386e-05,tied_shape,1009,-24320.476850621733,0.17392699979245663
