gamma,generation_seed,line_id,component,weight,mean_Omega,mean_Lambda,cov_11,cov_12,cov_22,covariance_type,init_seed,bic,fit_time_seconds
0.01,48,1,1,0.9059537122492198,0.0,0.0,0.05863123003873771,0.0004909704695073892,0.00017269936570382633,tied_shape,1009,-27980.787101319038,0.24977479223161936
0.01,48,1,2,0.09404628775078089,0.0,0.0,653.5916750685409,5.473093628813643,1.925166291736705,tied_shape,1009,-27980.787101319038,0.24977479223161936
0.01,48,2,1,0.9059537122492197,0.0,0.0,0.0586312300387377,-0.00049097046950739,0.00017269936570382685,tied_shape,1009,-27980.787101319012,0.23401100002229214
0.01,48,2,2,0.09404628775078096,0.0,0.0,653.5916750685406,-5.4730936288136505,1.92516629173671,tied_shape,1009,-27980.787101319012,0.23401100002229214
0.01,48,3,1,0.9037730044012409,0.0,0.0,0.07959121719450271,5.867815082813194e-05,9.879371055976018e-06,tied_shape,1001,-48378.846518865284,0.18430349975824356
0.01,48,3,2,0.09622699559875961,0.0,0.0,637.346530807735,0.46987993377623555,0.07911152877209124,tied_shape,1001,-48378.846518865284,0.18430349975824356
0.01,48,4,1,0.09284693488646788,0.0,0.0,662.2400420280577,15.724409795283233,7.475033802800842,tied_shape,1001,-22515.21901142026,0.3143884586170316
0.01,48,4,2,0.9071530651135314,0.0,0.0,0.04182771576883504,0.00099316879350211,0.00047213029932240315,tied_shape,1001,-22515.21901142026,0.3143884586170316
0.01,48,5,1,0.9043317752336045,0.0,0.0,0.07555989549772361,-0.00016074585354621088,1.8415447244638753e-05,tied_shape,1008,-43924.05309038729,0.28400583378970623
0.01,48,5,2,0.09566822476639864,0.0,0.0,641.7355450321901,-1.3652259212064424,0.15640369797634024,tied_shape,1008,-43924.05309038729,0.28400583378970623
0.01,48,6,1,0.9043317752336048,0.0,0.0,0.07555989549772434,-0.00016074585354624378,1.8415447244638855e-05,tied_shape,1008,-43924.053090387264,0.2026944998651743
0.01,48,6,2,0.09566822476639855,0.0,0.0,641.7355450321908,-1.3652259212067102,0.15640369797633974,tied_shape,1008,-43924.053090387264,0.2026944998651743
0.01,48,7,1,0.09322259136455897,0.0,0.0,329.8177518244405,0.0,0.00016490879345782352,tied_shape,1003,-115167.65152003785,0.1920995833352208
0.01,48,7,2,0.9067774086354428,0.0,0.0,0.018420728552350024,0.0,9.210359670995175e-09,tied_shape,1003,-115167.65152003785,0.1920995833352208
0.01,48,8,1,0.9060666974348373,0.0,0.0,0.05277395237705059,-0.0014480254430720063,0.0009283225933587661,tied_shape,1000,-15363.12043011332,0.19203733373433352
0.01,48,8,2,0.09393330256516452,0.0,0.0,654.4814774932607,-17.95783314955432,11.512685996132252,tied_shape,1000,-15363.12043011332,0.19203733373433352
0.01,48,9,1,0.09322259136455897,0.0,0.0,329.8177518244405,0.0,0.00016490879345782352,tied_shape,1003,-115167.65152003785,0.17808229103684425
0.01,48,9,2,0.9067774086354428,0.0,0.0,0.018420728552350024,0.0,9.210359670995175e-09,tied_shape,1003,-115167.65152003785,0.17808229103684425
0.01,48,10,1,0.09322259136455897,0.0,0.0,329.8177518244405,0.0,0.00016490879345782352,tied_shape,1003,-115167.65152003785,0.17791841737926006
0.01,48,10,2,0.9067774086354428,0.0,0.0,0.018420728552350024,0.0,9.210359670995175e-09,tied_shape,1003,-115167.65152003785,0.17791841737926006
0.01,48,11,1,0.9037730044012414,0.0,0.0,0.07959121719450393,-5.867815082818619e-05,9.879371055976272e-06,tied_shape,1001,-48378.846518865044,0.23969591781497002
0.01,48,11,2,0.09622699559875947,0.0,0.0,637.3465308077359,-0.4698799337766634,0.07911152877209217,tied_shape,1001,-48378.846518865044,0.23969591781497002
0.01,48,12,1,0.9037720261471797,0.0,0.0,0.07963208997735903,-6.604245507561666e-05,1.2497777227043463e-05,tied_shape,1001,-46493.948193117925,0.1850147508084774
0.01,48,12,2,0.09622797385281891,0.0,0.0,637.610124757376,-0.5287986040805892,0.10006907139057553,tied_shape,1001,-46493.948193117925,0.1850147508084774
0.01,48,13,1,0.9029880110917926,0.0,0.0,0.06611996725491763,-0.0005630021658727776,0.0001314978828900394,tied_shape,1004,-28987.376340679544,0.18730454053729773
0.01,48,13,2,0.0970119889082065,0.0,0.0,633.5155604299603,-5.394295361052935,1.2599212981044052,tied_shape,1004,-28987.376340679544,0.18730454053729773
0.01,48,14,1,0.09780305455083431,0.0,0.0,628.3847551584676,10.711514912752573,4.4465703280677475,tied_shape,1003,-17265.2072551821,0.18815879244357347
0.01,48,14,2,0.9021969454491635,0.0,0.0,0.07328944840574816,0.0012492999123564163,0.0005186101094372809,tied_shape,1003,-17265.2072551821,0.18815879244357347
0.01,48,15,1,0.09275331665357464,0.0,0.0,662.9191577586413,9.293233912550784,2.557698175338486,tied_shape,1003,-32635.23585808059,0.1864981660619378
0.01,48,15,2,0.9072466833464318,0.0,0.0,0.03768016661352925,0.0005282251962476933,0.00014537895347559466,tied_shape,1003,-32635.23585808059,0.1864981660619378
0.01,48,16,1,0.9043317752336045,0.0,0.0,0.07555989549772368,-0.00016074585354623546,1.8415447244639685e-05,tied_shape,1008,-43924.05309038693,0.18130204174667597
0.01,48,16,2,0.0956682247663986,0.0,0.0,641.7355450321902,-1.3652259212066502,0.156403697976348,tied_shape,1008,-43924.05309038693,0.18130204174667597
0.01,48,17,1,0.09257509053590929,0.0,0.0,663.7963230407886,4.612235898344394,0.5687546380707285,tied_shape,1003,-37555.49596487145,0.18654079176485538
0.01,48,17,2,0.9074249094640912,0.0,0.0,0.06205213071283353,0.0004311549415209751,5.316756950900818e-05,tied_shape,1003,-37555.49596487145,0.18654079176485538
0.01,48,18,1,0.0925055592870351,0.0,0.0,664.3709753809464,5.931827878529391,0.9532418479979701,tied_shape,1003,-33260.20586743552,0.18684791680425406
0.01,48,18,2,0.9074944407129653,0.0,0.0,0.06278448061337502,0.0005605704436860124,9.008339699242487e-05,tied_shape,1003,-33260.20586743552,0.18684791680425406
0.01,48,19,1,0.09257509053590918,0.0,0.0,663.7963230407893,4.612235898344283,0.5687546380707282,tied_shape,1003,-37555.49596487145,0.1865638755261898
0.01,48,19,2,0.9074249094640912,0.0,0.0,0.06205213071283359,0.0004311549415209647,5.3167569509008143e-05,tied_shape,1003,-37555.49596487145,0.1865638755261898
0.01,48,20,1,0.0925055592870352,0.0,0.0,664.370975380946,5.931827878529409,0.9532418479979688,tied_shape,1003,-33260.205867435514,0.1867976663634181
0.01,48,20,2,0.9074944407129653,0.0,0.0,0.06278448061337508,0.0005605704436860152,9.00833969924249e-05,tied_shape,1003,-33260.205867435514,0.1867976663634181
0.01,48,21,1,0.0937423330123896,0.0,0.0,655.6677785651875,7.536258515877318,1.0136248187705075,tied_shape,1000,-34118.066698026676,0.18738424964249134
0.01,48,21,2,0.9062576669876118,0.0,0.0,0.05696894597125948,0.0006548022005229195,8.807072640054039e-05,tied_shape,1000,-34118.066698026676,0.18738424964249134
0.01,48,22,1,0.9055698021544424,0.0,0.0,0.05023398721985081,0.00033149949823778314,5.0301245491570545e-05,tied_shape,1009,-38920.92142841756,0.18857204169034958
0.01,48,22,2,0.09443019784555927,0.0,0.0,650.9018111679757,4.295371236607346,0.651773303424539,tied_shape,1009,-38920.92142841756,0.18857204169034958
0.01,48,23,1,0.9055698021544424,0.0,0.0,0.05023398721985081,0.00033149949823778314,5.0301245491570545e-05,tied_shape,1009,-38920.92142841756,0.18772716727107763
0.01,48,23,2,0.09443019784555927,0.0,0.0,650.9018111679757,4.295371236607346,0.651773303424539,tied_shape,1009,-38920.92142841756,0.18772716727107763
0.01,48,24,1,0.09374233301238961,0.0,0.0,655.6677785651873,7.536258515877347,1.0136248187705066,tied_shape,1000,-34118.0666980267,0.18843054212629795
0.01,48,24,2,0.9062576669876119,0.0,0.0,0.0569689459712595,0.0006548022005229225,8.807072640054036e-05,tied_shape,1000,-34118.0666980267,0.18843054212629795
0.01,48,25,1,0.09424239177528973,0.0,0.0,651.3448652914429,1.8085896612933563,0.12445164845596993,tied_shape,1004,-48635.8636464809,0.1842077923938632
0.01,48,25,2,0.9057576082247139,0.0,0.0,0.06420131564269654,0.00017826782999334385,1.226686505189619e-05,tied_shape,1004,-48635.8636464809,0.1842077923938632
0.01,48,26,1,0.09424239177528979,0.0,0.0,651.3448652914425,1.8085896612932777,0.12445164845596988,tied_shape,1004,-48635.863646480866,0.20796470809727907
0.01,48,26,2,0.905757608224714,0.0,0.0,0.06420131564269659,0.00017826782999333631,1.2266865051896203e-05,tied_shape,1004,-48635.863646480866,0.20796470809727907
0.01,48,27,1,0.09458108500877133,0.0,0.0,649.4287035999992,13.899953780386355,0.4946465153588143,tied_shape,1008,-46152.1773384107,0.21367845870554447
0.01,48,27,2,0.9054189149912304,0.0,0.0,0.05737630788504469,0.0012280455472176938,4.3701472697721176e-05,tied_shape,1008,-46152.1773384107,0.21367845870554447
0.01,48,28,1,0.09037071305998533,0.0,0.0,680.1129997755559,14.562289827602575,1.8960426821914762,tied_shape,1006,-29204.36102394968,0.19113024976104498
0.01,48,28,2,0.9096292869400167,0.0,0.0,0.06313774471963829,0.0013518784936796945,0.00017601760131808952,tied_shape,1006,-29204.36102394968,0.19113024976104498
0.01,48,29,1,0.09458108500877127,0.0,0.0,649.4287036000001,13.899953780386367,0.49464651535881565,tied_shape,1008,-46152.177338410685,0.21386137511581182
0.01,48,29,2,0.9054189149912302,0.0,0.0,0.05737630788504463,0.0012280455472176918,4.370147269772118e-05,tied_shape,1008,-46152.177338410685,0.21386137511581182
0.01,48,30,1,0.09458108500877127,0.0,0.0,649.4287036000001,13.899953780386385,0.4946465153588163,tied_shape,1008,-46152.17733841067,0.6301867924630642
0.01,48,30,2,0.9054189149912303,0.0,0.0,0.05737630788504479,0.0012280455472176968,4.3701472697721366e-05,tied_shape,1008,-46152.17733841067,0.6301867924630642
0.01,48,31,1,0.09458108500877138,0.0,0.0,649.4287035999989,13.899953780386307,0.49464651535881177,tied_shape,1008,-46152.1773384107,0.4314312906935811
0.01,48,31,2,0.9054189149912302,0.0,0.0,0.05737630788504476,0.0012280455472176914,4.3701472697721013e-05,tied_shape,1008,-46152.1773384107,0.4314312906935811
0.01,48,32,1,0.09212581826456145,0.0,0.0,667.258461581805,39.653374244524,3.732058487214427,tied_shape,1006,-32699.149350685137,0.1937156245112419
0.01,48,32,2,0.9078741817354375,0.0,0.0,0.051870833605357304,0.003082544015182186,0.0002901199399357902,tied_shape,1006,-32699.149350685137,0.1937156245112419
0.01,48,33,1,0.09212581826456145,0.0,0.0,667.258461581805,39.653374244524,3.732058487214427,tied_shape,1006,-32699.149350685137,0.4285286255180836
0.01,48,33,2,0.9078741817354375,0.0,0.0,0.051870833605357304,0.003082544015182186,0.0002901199399357902,tied_shape,1006,-32699.149350685137,0.4285286255180836
0.01,48,34,1,0.09310162278091308,0.0,0.0,660.0364073640604,-18.712050812176383,0.832031657137359,tied_shape,1006,-46182.50725834377,0.1935703745111823
0.01,48,34,2,0.906898377219082,0.0,0.0,0.04648288157279097,-0.0013177910069537822,5.859559950334155e-05,tied_shape,1006,-46182.50725834377,0.1935703745111823
0.01,48,35,1,0.09310162278091308,0.0,0.0,660.0364073640604,-18.712050812176383,0.832031657137359,tied_shape,1006,-46182.50725834377,0.1974020004272461
0.01,48,35,2,0.906898377219082,0.0,0.0,0.04648288157279097,-0.0013177910069537822,5.859559950334155e-05,tied_shape,1006,-46182.50725834377,0.1974020004272461
0.01,48,36,1,0.9062490227071717,0.0,0.0,0.04324015262051381,0.0023158823173983025,0.00019450109187755504,tied_shape,1008,-36938.06012831668,0.183571333065629
0.01,48,36,2,0.09375097729283047,0.0,0.0,655.7548579164835,35.12131636825788,2.9496897707122716,tied_shape,1008,-36938.06012831668,0.183571333065629
0.01,48,37,1,0.9080734501342961,0.0,0.0,0.06366119808299953,-9.999423566558121e-05,5.670311153219169e-07,tied_shape,1001,-76004.54673262125,0.208942792378366
0.01,48,37,2,0.09192654986570607,0.0,0.0,642.6871540218141,-1.0094847830967966,0.005724422799472505,tied_shape,1001,-76004.54673262125,0.208942792378366
0.01,48,38,1,0.9080734501342961,0.0,0.0,0.06366119808299953,-9.999423566558121e-05,5.670311153219169e-07,tied_shape,1001,-76004.54673262125,0.255021957680583
0.01,48,38,2,0.09192654986570607,0.0,0.0,642.6871540218141,-1.0094847830967966,0.005724422799472505,tied_shape,1001,-76004.54673262125,0.255021957680583
0.01,48,39,1,0.09397463722005417,0.0,0.0,648.8414763734032,-4.2949123885727625,0.04845524861490598,tied_shape,1006,-64195.4402329167,0.18846275005489588
0.01,48,39,2,0.9060253627799457,0.0,0.0,0.05880856495866329,-0.00038927479730009205,4.391802527306322e-06,tied_shape,1006,-64195.4402329167,0.18846275005489588
0.01,48,40,1,0.0939746372200541,0.0,0.0,648.8414763734032,-4.294912388572714,0.0484552486149049,tied_shape,1006,-64195.4402329169,0.18875237461179495
0.01,48,40,2,0.9060253627799458,0.0,0.0,0.05880856495866319,-0.000389274797300087,4.391802527306217e-06,tied_shape,1006,-64195.4402329169,0.18875237461179495
0.01,48,41,1,0.9084099630334772,0.0,0.0,0.05384677622843139,0.0011833970086532221,0.0002838271373169175,tied_shape,1000,-25525.149820887145,0.18364825006574392
